U1/V,IA/nA
85.68,10.17
85.71,10.18
85.73,10.19
85.76,10.21
85.78,10.22
85.81,10.23
85.83,10.24
85.86,10.26
85.88,10.27
85.9,10.28
85.93,10.29
85.95,10.3
85.98,10.32
86,10.32
86.03,10.34
86.05,10.35
86.08,10.36
86.1,10.37
86.12,10.38
86.15,10.4
86.17,10.41
86.2,10.41
86.22,10.42
86.25,10.44
86.27,10.44
86.3,10.45
86.32,10.47
86.34,10.49
86.37,10.49
86.39,10.5
86.42,10.52
86.44,10.53
86.47,10.52
86.49,10.53
86.52,10.54
86.54,10.56
86.56,10.56
86.59,10.57
86.61,10.58
86.64,10.59
86.66,10.59
86.69,10.6
86.71,10.61
86.73,10.62
86.76,10.62
86.78,10.63
86.81,10.64
86.83,10.65
86.86,10.65
86.88,10.66
86.91,10.67
86.93,10.67
86.95,10.67
86.98,10.65
87,10.67
87.03,10.67
87.05,10.67
87.08,10.68
87.1,10.69
87.13,10.7
87.15,10.69
87.17,10.69
87.2,10.71
87.22,10.71
87.25,10.71
87.27,10.72
87.3,10.73
87.32,10.73
87.35,10.73
87.37,10.73
87.39,10.74
87.42,10.75
87.44,10.74
87.47,10.74
87.49,10.75
87.52,10.76
87.54,10.76
87.57,10.76
87.59,10.77
87.61,10.77
87.64,10.79
87.66,10.79
87.69,10.79
87.71,10.8
87.74,10.79
87.76,10.8
87.78,10.8
87.81,10.8
87.83,10.8
87.86,10.8
87.88,10.81
87.91,10.8
87.93,10.8
87.96,10.8
87.98,10.81
88,10.81
88.03,10.81
88.05,10.81
88.08,10.82
88.1,10.81
88.13,10.8
88.15,10.81
88.18,10.81
88.2,10.8
88.22,10.81
88.25,10.81
88.27,10.81
88.3,10.8
88.32,10.8
88.35,10.81
88.37,10.8
88.4,10.79
88.42,10.79
88.44,10.79
88.47,10.79
88.49,10.79
88.52,10.79
88.54,10.8
88.57,10.79
88.59,10.78
88.62,10.78
88.64,10.78
88.66,10.78
88.69,10.77
88.71,10.77
88.74,10.77
88.76,10.77
88.79,10.76
88.81,10.76
88.83,10.77
88.86,10.76
88.88,10.75
88.91,10.74
88.93,10.75
88.96,10.74
88.98,10.73
89.01,10.73
89.03,10.73
89.05,10.73
89.08,10.72
89.1,10.71
89.13,10.72
89.15,10.71
89.18,10.7
89.2,10.7
89.23,10.7
89.25,10.7
89.27,10.69
89.3,10.69
89.32,10.69
89.35,10.68
89.37,10.68
89.4,10.67
89.42,10.67
89.45,10.67
89.47,10.66
89.49,10.66
89.52,10.67
89.54,10.66
89.57,10.66
89.59,10.66
89.62,10.66
89.64,10.65
89.67,10.64
89.69,10.65
89.71,10.65
89.74,10.64
89.76,10.64
89.79,10.64
89.81,10.64
89.84,10.64
89.86,10.63
89.89,10.63
89.91,10.63
89.93,10.63
89.96,10.63
89.98,10.63
90.01,10.63
90.03,10.63
90.06,10.62
90.08,10.62
90.1,10.62
90.13,10.61
90.15,10.61
90.18,10.61
90.2,10.6
90.23,10.6
90.25,10.59
90.28,10.6
90.3,10.59
90.32,10.58
90.35,10.58
90.37,10.58
90.4,10.57
90.42,10.56
90.45,10.56
90.47,10.56
90.5,10.55
90.52,10.54
90.54,10.54
90.57,10.54
90.59,10.53
90.62,10.51
90.64,10.51
90.67,10.51
90.69,10.51
90.72,10.49
90.74,10.48
90.76,10.48
90.79,10.48
90.81,10.46
90.84,10.45
90.86,10.45
90.89,10.44
90.91,10.43
90.94,10.42
90.96,10.42
90.98,10.41
91.01,10.39
91.03,10.39
91.06,10.39
91.08,10.38
91.11,10.37
91.13,10.36
91.15,10.36
91.18,10.36
91.2,10.35
91.23,10.35
91.25,10.35
91.28,10.34
91.3,10.33
91.33,10.32
91.35,10.32
91.37,10.32
91.4,10.31
91.42,10.31
91.45,10.31
91.47,10.3
91.5,10.3
91.52,10.3
91.55,10.3
91.57,10.3
91.59,10.29
91.62,10.29
91.64,10.3
91.67,10.29
91.69,10.29
91.72,10.29
91.74,10.29
91.77,10.29
91.79,10.29
91.81,10.29
91.84,10.29
91.86,10.28
91.89,10.29
91.91,10.29
91.94,10.29
91.96,10.28
91.99,10.28
92.01,10.29
92.03,10.29
92.06,10.28
92.08,10.28
92.11,10.29
92.13,10.28
92.16,10.28
92.18,10.28
92.2,10.29
92.23,10.29
92.25,10.28
92.28,10.28
92.3,10.28
92.33,10.28
92.35,10.27
92.38,10.27
92.4,10.28
92.42,10.27
92.45,10.26
92.47,10.26
92.5,10.26
92.52,10.26
92.55,10.25
92.57,10.25
92.6,10.26
92.62,10.25
92.64,10.24
92.67,10.24
92.69,10.24
92.72,10.24
92.74,10.22
92.77,10.22
92.79,10.22
92.82,10.22
92.84,10.21
92.86,10.21
92.89,10.21
92.91,10.21
92.94,10.19
92.96,10.19
92.99,10.2
93.01,10.19
93.04,10.18
93.06,10.19
93.08,10.19
93.11,10.19
93.13,10.18
93.16,10.18
93.18,10.19
93.21,10.18
93.23,10.18
93.25,10.18
93.28,10.2
93.3,10.2
93.33,10.19
93.35,10.2
93.38,10.2
93.4,10.2
93.43,10.2
93.45,10.2
93.47,10.2
93.5,10.2
93.52,10.2
93.55,10.21
93.57,10.21
93.6,10.21
93.62,10.21
93.65,10.22
93.67,10.22
93.69,10.22
93.72,10.22
93.74,10.22
93.77,10.22
93.79,10.22
93.82,10.23
93.84,10.24
93.87,10.24
93.89,10.24
93.91,10.24
93.94,10.23
93.96,10.23
93.99,10.22
94.01,10.23
94.04,10.24
94.06,10.25
94.09,10.24
94.11,10.25
94.13,10.26
94.16,10.26
94.18,10.26
94.21,10.26
94.23,10.27
94.26,10.27
94.28,10.27
94.31,10.28
94.33,10.29
94.35,10.29
94.38,10.29
94.4,10.3
94.43,10.31
94.45,10.31
94.48,10.3
94.5,10.31
94.52,10.33
94.55,10.33
94.57,10.32
94.6,10.33
94.62,10.34
94.65,10.34
94.67,10.33
94.7,10.34
94.72,10.35
94.74,10.35
94.77,10.34
94.79,10.36
94.82,10.37
94.84,10.37
94.87,10.37
94.89,10.37
94.92,10.39
94.94,10.38
94.96,10.39
94.99,10.39
95.01,10.4
95.04,10.41
95.06,10.41
95.09,10.42
95.11,10.43
95.14,10.43
95.16,10.43
95.18,10.44
95.21,10.44
95.23,10.45
95.26,10.45
95.28,10.47
95.31,10.48
95.33,10.48
95.36,10.49
95.38,10.5
95.4,10.5
95.43,10.51
95.45,10.52
95.48,10.53
95.5,10.54
95.53,10.54
95.55,10.55
95.57,10.57
95.6,10.57
95.62,10.58
95.65,10.59
95.67,10.6
95.7,10.61
95.72,10.61
95.75,10.63
95.77,10.64
95.79,10.65
95.82,10.66
95.84,10.67
95.87,10.69
95.89,10.69
95.92,10.69
95.94,10.71
95.97,10.72
95.99,10.73
96.01,10.74
96.04,10.75
96.06,10.77
96.09,10.78
96.11,10.78
96.14,10.79
96.16,10.81
96.19,10.82
96.21,10.82
96.23,10.84
96.26,10.86
96.28,10.87
96.31,10.88
96.33,10.89
96.36,10.91
96.38,10.91
96.41,10.92
96.43,10.93
96.45,10.95
96.48,10.96
96.5,10.96
96.53,10.98
96.55,11
96.58,11.01
96.6,11.01
96.62,11.03
96.65,11.05
96.67,11.05
96.7,11.06
96.72,11.08
96.75,11.1
96.77,11.11
96.8,11.12
96.82,11.14
96.84,11.16
96.87,11.16
96.89,11.18
96.92,11.19
96.94,11.21
96.97,11.22
96.99,11.23
97.02,11.25
97.04,11.27
97.06,11.28
97.09,11.3
97.11,11.32
97.14,11.33
97.16,11.34
97.19,11.36
97.21,11.38
97.24,11.4
97.26,11.41
97.28,11.43
97.31,11.45
97.33,11.46
97.36,11.47
97.38,11.49
97.41,11.51
97.43,11.53
97.46,11.54
97.48,11.56
97.5,11.58
97.53,11.6
97.55,11.61
97.58,11.63
97.6,11.65
97.63,11.67
97.65,11.67
97.68,11.7
97.7,11.72
97.72,11.74
97.75,11.75
97.77,11.77
97.8,11.8
97.82,11.81
97.85,11.82
97.87,11.85
97.89,11.87
97.92,11.89
97.94,11.9
97.97,11.92
97.99,11.95
98.02,11.97
98.04,11.98
98.07,12
98.09,12.03
98.11,12.04
98.14,12.05
98.16,12.08
98.19,12.11
98.21,12.13
98.24,12.14
98.26,12.17
98.29,12.19
98.31,12.21
98.33,12.23
98.36,12.25
98.38,12.28
98.41,12.3
98.43,12.31
98.46,12.34
98.48,12.36
98.51,12.38
98.53,12.4
98.55,12.43
98.58,12.45
98.6,12.47
98.63,12.49
98.65,12.52
98.68,12.54
98.7,12.56
98.73,12.58
98.75,12.61
98.77,12.63
98.8,12.65
98.82,12.67
98.85,12.7
98.87,12.72
98.9,12.74
98.92,12.77
98.94,12.79
98.97,12.82
98.99,12.84
99.02,12.87
99.04,12.89
99.07,12.91
99.09,12.93
99.12,12.95
99.14,12.98
99.16,13.01
99.19,13.03
99.21,13.06
99.24,13.09
99.26,13.11
99.29,13.13
99.31,13.15
99.34,13.19
99.36,13.21
99.38,13.23
99.41,13.26
99.43,13.29
99.46,13.31
99.48,13.34
99.51,13.36
99.53,13.4
99.56,13.41
99.58,13.43
99.6,13.45
99.63,13.47
99.65,13.49
99.68,13.5
99.7,13.51
99.73,13.54
99.75,13.55
99.78,13.56
99.8,13.57
99.82,13.59
99.85,13.6
99.87,13.6
99.9,13.61
